No,Wisata,Kategori,Lokasi,Tarif,Rating,Experience
585,Kawasan Punclut,Taman Hiburan,Bandung,10000,4.4,Fotografi
10,Taman Mini Indonesia Indah (TMII),Taman Hiburan,Jakarta,10000,4.5,Relaksasi
982,Surabaya Museum (Gedung Siola),Budaya,Surabaya,0,4.5,Edukasi
751,Sungai Palayangan,Cagar Alam,Bandung,5000,4.6,Fotografi
175,Pasar Petak Sembilan,Pusat Perbelanjaan,Jakarta,80000,4.4,Kuliner
273,Bukit Bintang Yogyakarta,Taman Hiburan,Yogyakarta,15000,4.5,Relaksasi
206,Museum Satria Mandala,Budaya,Jakarta,5000,4.5,Fotografi
484,Pantai Siung,Bahari,Yogyakarta,100000,4.6,Camping
167,Museum Basoeki Abdullah,Budaya,Jakarta,20000,4.6,Edukasi
863,Wisata Kampung Krisan Clapar,Taman Hiburan,Semarang,10000,4.1,Relaksasi
33,Pulau Bidadari,Bahari,Jakarta,500000,4.6,Fotografi
294,Candi Prambanan,Budaya,Yogyakarta,100000,4.7,Relaksasi
305,Alun-alun Utara Keraton Yogyakarta,Budaya,Yogyakarta,20000,4.6,Seni
121,Pulau Semak Daun,Bahari,Jakarta,100000,4.0,Kuliner
735,Gunung Lalakon,Cagar Alam,Bandung,50000,4.8,Camping
829,Kampoeng Djadhoel Semarang,Budaya,Semarang,5000,4.7,Relaksasi
389,Pantai Ngrawe (Mesra),Bahari,Yogyakarta,10000,4.5,Aktivitas Air
249,Kampung Wisata Sosro Menduran,Budaya,Yogyakarta,50000,4.0,Kuliner
722,Curug Anom,Cagar Alam,Bandung,0,4.6,Relaksasi
920,Durian Gardens and Tourism Education Watu Simbar,Cagar Alam,Semarang,5000,4.1,Relaksasi
600,Bukit Moko,Cagar Alam,Bandung,50000,4.5,Camping
601,Gunung Papandayan,Cagar Alam,Bandung,30000,4.6,Relaksasi
26,Pelabuhan Marina,Bahari,Jakarta,20000,4.4,Relaksasi
186,Museum Perangko,Budaya,Jakarta,20000,4.4,Edukasi
645,Teras Cikapundung BBWS,Taman Hiburan,Bandung,0,4.3,Adrenalin
390,Pantai Ngrawe (Mesra),Bahari,Yogyakarta,10000,4.5,Relaksasi
1012,Taman Air Mancur Menari Kenjeran,Taman Hiburan,Surabaya,0,4.4,Adrenalin
724,Taman Badak,Taman Hiburan,Bandung,0,4.5,Adrenalin
437,Candi Borobudur,Budaya,Yogyakarta,100000,4.7,Relaksasi
829,Kampoeng Djadhoel Semarang,Budaya,Semarang,5000,4.7,Relaksasi
168,Museum Basoeki Abdullah,Budaya,Jakarta,10000,4.5,Relaksasi
610,Panghegar Waterboom Bandung,Taman Hiburan,Bandung,100000,4.3,Aktivitas Air
960,Rumah Batik,Budaya,Surabaya,0,4.5,Edukasi
71,Pecinan Glodok,Pusat Perbelanjaan,Jakarta,0,4.3,Relaksasi
559,Farm House Susu Lembang,Taman Hiburan,Bandung,50000,4.4,Edukasi
623,Kampung Batu Malakasari,Taman Hiburan,Bandung,10000,4.1,Adrenalin
51,Museum Bank Indonesia,Budaya,Jakarta,150000,4.7,Belanja
773,Curug Cimahi,Cagar Alam,Bandung,10000,4.6,Fotografi
380,Desa Wisata Kelor,Taman Hiburan,Yogyakarta,50000,4.4,Kuliner
147,Pantai Ancol,Bahari,Jakarta,50000,4.4,Relaksasi
826,Pantai Marina,Bahari,Semarang,3000,4.1,Aktivitas Air
150,Taman Lapangan Banteng,Taman Hiburan,Jakarta,50000,4.7,Piknik
515,Pantai Sedahan,Bahari,Yogyakarta,5000,4.5,Hiking
652,Monumen Bandung Lautan Api,Budaya,Bandung,0,4.3,Fotografi
638,Taman Lansia,Taman Hiburan,Bandung,0,4.4,Adrenalin
766,Tafso Barn,Cagar Alam,Bandung,0,4.2,Relaksasi
432,Pantai Timang,Bahari,Yogyakarta,10000,4.7,Aktivitas Air
130,Museum Joang 45,Budaya,Jakarta,10000,4.0,Fotografi
892,Semarang Chinatown,Budaya,Semarang,30000,4.5,Edukasi
262,Kawasan Malioboro,Taman Hiburan,Yogyakarta,100000,4.8,Kuliner
980,Monumen Tugu Pahlawan,Budaya,Surabaya,0,4.7,Edukasi
198,Taman Spathodea,Taman Hiburan,Jakarta,0,4.6,Relaksasi
452,Museum Gunung Merapi,Budaya,Yogyakarta,20000,4.4,Edukasi
338,Grojogan Watu Purbo Bangunrejo,Taman Hiburan,Yogyakarta,15000,4.5,Adrenalin
563,Kebun Binatang Bandung,Cagar Alam,Bandung,100000,4.0,Belanja
891,Kota Lama Semarang,Budaya,Semarang,5000,4.7,Relaksasi
134,Jakarta Planetarium,Taman Hiburan,Jakarta,150000,4.1,Belanja
25,Pelabuhan Marina,Bahari,Jakarta,700000,4.4,Aktivitas Air
532,Desa Wisata Tembi,Taman Hiburan,Yogyakarta,50000,4.5,Edukasi
224,Situs Warungboto,Taman Hiburan,Yogyakarta,0,4.4,Edukasi
668,Museum Mandala Wangsit Siliwangi,Budaya,Bandung,10000,4.4,Fotografi
76,Sea World,Taman Hiburan,Jakarta,200000,4.5,Belanja
775,Situ Patenggang,Cagar Alam,Bandung,10000,4.5,Fotografi
535,Wisata Kaliurang,Cagar Alam,Yogyakarta,75000,4.4,Relaksasi
571,Dusun Bambu,Taman Hiburan,Bandung,10000,4.5,Relaksasi
741,Lereng Anteng Panoramic Coffee Place,Cagar Alam,Bandung,25000,4.4,Fotografi
914,Obyek Wisata Goa Kreo,Cagar Alam,Semarang,5500,4.3,Relaksasi
146,Pantai Ancol,Bahari,Jakarta,600000,4.4,Aktivitas Air
335,Kawasan Wisata Sosrowijayan,Pusat Perbelanjaan,Yogyakarta,100000,4.0,Belanja
601,Gunung Papandayan,Cagar Alam,Bandung,30000,4.6,Relaksasi
161,Taman Legenda Keong Emas,Taman Hiburan,Jakarta,100000,4.5,Adrenalin
318,Bukit Lintang Sewu,Taman Hiburan,Yogyakarta,0,4.5,Fotografi
783,Bukit Jamur,Cagar Alam,Bandung,10000,4.2,Fotografi
292,Bukit Panguk Kediwung,Budaya,Yogyakarta,20000,4.5,Fotografi
568,Tebing Karaton,Cagar Alam,Bandung,50000,4.5,Camping
312,Blue Lagoon Jogja,Taman Hiburan,Yogyakarta,0,4.3,Relaksasi
710,Roemah Seni Sarasvati,Budaya,Bandung,0,4.4,Seni
432,Pantai Timang,Bahari,Yogyakarta,10000,4.7,Aktivitas Air
702,Curug Cilengkrang,Cagar Alam,Bandung,5000,4.0,Fotografi
60,Museum Wayang,Budaya,Jakarta,200000,4.5,Belanja
987,Monumen Jalesveva Jayamahe,Budaya,Surabaya,0,4.6,Relaksasi
647,Museum Barli,Budaya,Bandung,15000,4.4,Edukasi
611,Gunung Manglayang,Cagar Alam,Bandung,7500,4.5,Relaksasi
105,Museum Macan (Modern and Contemporary Art in Nusantara),Budaya,Jakarta,150000,4.5,Edukasi
930,Air Mancur Menari,Taman Hiburan,Surabaya,45000,4.4,Aktivitas Air
75,Sea World,Taman Hiburan,Jakarta,250000,4.5,Relaksasi
947,Food Junction Grand Pakuwon,Pusat Perbelanjaan,Surabaya,60000,4.5,Kuliner
984,Museum Kesehatan Dr. Adhyatma,Budaya,Surabaya,10000,4.4,Edukasi
347,Puncak Gunung Api Purba - Nglanggeran,Cagar Alam,Yogyakarta,15000,4.7,Fotografi
498,Air Terjun Sri Gethuk,Cagar Alam,Yogyakarta,100000,4.4,Aktivitas Air
880,Benteng Pendem,Budaya,Semarang,5000,4.2,Edukasi
272,Puncak Pinus Becici,Taman Hiburan,Yogyakarta,0,4.5,Adrenalin
927,Taman Harmoni Keputih,Cagar Alam,Surabaya,0,4.4,Relaksasi
931,Air Mancur Menari,Taman Hiburan,Surabaya,20000,4.4,Relaksasi
372,Goa Cerme,Cagar Alam,Yogyakarta,20000,4.4,Adrenalin
357,Ledok Sambi,Cagar Alam,Yogyakarta,20000,4.6,Hiking
493,Pantai Samas,Bahari,Yogyakarta,50000,4.0,Kuliner
564,Kawah Putih,Cagar Alam,Bandung,40000,4.5,Adrenalin
624,Kampung Batu Malakasari,Taman Hiburan,Bandung,50000,4.1,Edukasi
103,Istana Negara Republik Indonesia,Budaya,Jakarta,0,4.6,Edukasi
795,Gua Pawon,Cagar Alam,Bandung,20000,4.5,Fotografi
784,Kebun Tanaman Obat Sari Alam,Cagar Alam,Bandung,0,4.9,Relaksasi
56,Museum Taman Prasasti,Budaya,Jakarta,20000,4.5,Fotografi
486,Pantai Sadranan,Bahari,Yogyakarta,100000,4.6,Camping
119,Pulau Semak Daun,Bahari,Jakarta,100000,4.0,Aktivitas Air
815,Lawang Sewu,Budaya,Semarang,10000,4.6,Relaksasi
354,Bunker Kaliadem Merapi,Cagar Alam,Yogyakarta,100000,4.5,Hiking
349,Bendung Lepen,Taman Hiburan,Yogyakarta,0,4.6,Relaksasi
567,Tebing Karaton,Cagar Alam,Bandung,25000,4.5,Relaksasi
72,Pecinan Glodok,Pusat Perbelanjaan,Jakarta,500000,4.3,Belanja
946,Food Junction Grand Pakuwon,Pusat Perbelanjaan,Surabaya,0,4.5,Belanja
754,Pemandian Air Panas Ciater,Cagar Alam,Bandung,15000,4.3,Relaksasi
31,Pulau Bidadari,Bahari,Jakarta,100000,4.6,Aktivitas Air
7,Dunia Fantasi,Taman Hiburan,Jakarta,270000,4.6,Adrenalin
411,"Bukit Paralayang, Watugupit",Cagar Alam,Yogyakarta,800000,4.7,Adrenalin
539,Taman Sungai Mudal,Cagar Alam,Yogyakarta,10000,4.6,Relaksasi
615,Taman Lalu Lintas Ade Irma Suryani Nasution,Taman Hiburan,Bandung,7000,4.4,Adrenalin
696,Masjid Agung Trans Studio Bandung,Tempat Ibadah,Bandung,0,4.8,Edukasi
366,Bukit Wisata Pulepayung,Cagar Alam,Yogyakarta,20000,4.5,Fotografi
213,Keraton Yogyakarta,Budaya,Yogyakarta,25000,4.6,Edukasi
594,Stone Garden Citatah,Taman Hiburan,Bandung,30000,4.4,Adrenalin
338,Grojogan Watu Purbo Bangunrejo,Taman Hiburan,Yogyakarta,15000,4.5,Adrenalin
557,Taman Hutan Raya Ir. H. Djuanda,Cagar Alam,Bandung,100000,4.5,Belanja
746,Situ Cileunca,Cagar Alam,Bandung,2500,4.4,Relaksasi
380,Desa Wisata Kelor,Taman Hiburan,Yogyakarta,50000,4.4,Kuliner
447,Pasar Beringharjo,Pusat Perbelanjaan,Yogyakarta,200000,4.5,Belanja
700,Tektona Waterpark,Taman Hiburan,Bandung,100000,3.8,Aktivitas Air
888,Hutan Pinus Kayon,Cagar Alam,Semarang,6000,4.4,Relaksasi
723,Curug Anom,Cagar Alam,Bandung,0,4.6,Fotografi
882,Wisata Eling Bening,Cagar Alam,Semarang,25000,4.3,Relaksasi
977,Klenteng Sanggar Agung,Budaya,Surabaya,0,4.5,Spiritualitas
298,Watu Goyang,Budaya,Yogyakarta,20000,4.4,Adrenalin
221,Kampung Wisata Taman Sari,Taman Hiburan,Yogyakarta,15000,4.6,Aktivitas Air
515,Pantai Sedahan,Bahari,Yogyakarta,5000,4.5,Hiking
436,Candi Borobudur,Budaya,Yogyakarta,100000,4.7,Spiritualitas
933,Taman Prestasi,Taman Hiburan,Surabaya,25000,4.6,Edukasi
537,Heha Sky View,Taman Hiburan,Yogyakarta,30000,4.4,Adrenalin
974,Keraton Surabaya,Budaya,Surabaya,0,4.4,Edukasi
733,Mountain View Golf Club,Cagar Alam,Bandung,300000,4.4,Olahraga
333,Desa Wisata Gamplong,Taman Hiburan,Yogyakarta,50000,4.4,Belanja
229,Gembira Loka Zoo,Cagar Alam,Yogyakarta,20000,4.5,Adrenalin
48,Museum Fatahillah,Budaya,Jakarta,10000,4.4,Edukasi
299,Kampung Wisata Rejowinangun,Budaya,Yogyakarta,50000,4.3,Edukasi
343,Jogja Exotarium,Taman Hiburan,Yogyakarta,20000,4.4,Edukasi
26,Pelabuhan Marina,Bahari,Jakarta,20000,4.4,Relaksasi
616,Taman Lalu Lintas Ade Irma Suryani Nasution,Taman Hiburan,Bandung,50000,4.4,Edukasi
991,Pantai Ria Kenjeran,Bahari,Surabaya,20000,4.2,Relaksasi
177,Freedom Library,Budaya,Jakarta,0,5.0,Edukasi
109,Museum Bahari Jakarta,Budaya,Jakarta,50000,4.4,Edukasi
1019,Gereja Perawan Maria Tak Berdosa Surabaya,Tempat Ibadah,Surabaya,10000,4.8,Edukasi
63,Gereja Katedral,Tempat Ibadah,Jakarta,0,4.8,Spiritualitas
629,Curug Tilu Leuwi Opat,Cagar Alam,Bandung,10000,4.4,Fotografi
211,Taman Pintar Yogyakarta,Taman Hiburan,Yogyakarta,30000,4.5,Astronomi
976,Klenteng Sanggar Agung,Budaya,Surabaya,10000,4.5,Edukasi
774,Situ Patenggang,Cagar Alam,Bandung,20000,4.5,Relaksasi
13,Atlantis Water Adventure,Taman Hiburan,Jakarta,220000,4.5,Adrenalin
169,Museum Layang-layang,Budaya,Jakarta,20000,4.5,Edukasi
770,Curug Malela,Cagar Alam,Bandung,10000,4.4,Relaksasi
179,Perpustakaan Nasional,Budaya,Jakarta,0,4.7,Edukasi
527,Galaxy Waterpark Jogja,Taman Hiburan,Yogyakarta,150000,4.3,Belanja
914,Obyek Wisata Goa Kreo,Cagar Alam,Semarang,5500,4.3,Relaksasi
574,Museum Konferensi Asia Afrika,Budaya,Bandung,0,4.6,Edukasi
581,Orchid Forest Cikole,Taman Hiburan,Bandung,25000,4.6,Fotografi
615,Taman Lalu Lintas Ade Irma Suryani Nasution,Taman Hiburan,Bandung,7000,4.4,Adrenalin
262,Kawasan Malioboro,Taman Hiburan,Yogyakarta,100000,4.8,Kuliner
340,Wisata Alam Kalibiru,Cagar Alam,Yogyakarta,25000,4.4,Relaksasi
692,Peta Park,Taman Hiburan,Bandung,5000,4.3,Relaksasi
552,Gedung Sate,Budaya,Bandung,50000,4.6,Kuliner
829,Kampoeng Djadhoel Semarang,Budaya,Semarang,5000,4.7,Relaksasi
83,Taman Menteng,Taman Hiburan,Jakarta,50000,4.5,Olahraga
19,Kebun Binatang Ragunan,Cagar Alam,Jakarta,25000,4.5,Relaksasi
143,Taman Agrowisata Cilangkap,Taman Hiburan,Jakarta,70000,4.2,Bertani
513,Pantai Greweng,Bahari,Yogyakarta,10000,4.6,Camping
994,Balai Kota Surabaya,Budaya,Surabaya,0,4.7,Edukasi
960,Rumah Batik,Budaya,Surabaya,0,4.5,Edukasi
136,Kampung Cina,Budaya,Jakarta,50000,4.5,Seni
822,Taman Kasmaran,Taman Hiburan,Semarang,3000,4.5,Adrenalin
570,Dusun Bambu,Taman Hiburan,Bandung,25000,4.5,Adrenalin
515,Pantai Sedahan,Bahari,Yogyakarta,5000,4.5,Hiking
38,Pulau Pramuka,Bahari,Jakarta,50000,4.2,Relaksasi
856,Masjid Kapal Semarang,Tempat Ibadah,Semarang,0,4.1,Edukasi
687,Curug Cipanas,Cagar Alam,Bandung,20000,3.9,Relaksasi
699,Tektona Waterpark,Taman Hiburan,Bandung,60000,3.8,Adrenalin
133,Jakarta Planetarium,Taman Hiburan,Jakarta,50000,4.1,Astronomi
831,Indonesia Kaya Park,Taman Hiburan,Semarang,0,4.6,Relaksasi
890,Kota Lama Semarang,Budaya,Semarang,0,4.7,Edukasi
674,Sudut Pandang Bandung,Taman Hiburan,Bandung,10000,4.6,Fotografi
945,Taman Keputran,Taman Hiburan,Surabaya,25000,4.3,Relaksasi
450,Museum Ullen Sentalu,Budaya,Yogyakarta,50000,4.7,Edukasi
682,Taman Budaya Jawa Barat,Budaya,Bandung,0,4.3,Relaksasi
829,Kampoeng Djadhoel Semarang,Budaya,Semarang,5000,4.7,Relaksasi
209,Kawasan Kuliner BSM,Pusat Perbelanjaan,Jakarta,150000,4.6,Kuliner
837,Wisata Mangrove Tapak,Cagar Alam,Semarang,15000,4.3,Fotografi
429,Geoforest Watu Payung Turunan,Cagar Alam,Yogyakarta,30000,4.5,Camping
501,Candi Sewu,Budaya,Yogyakarta,20000,4.6,Relaksasi
441,Pantai Indrayanti,Bahari,Yogyakarta,20000,4.5,Aktivitas Air
939,Taman Buah Surabaya,Taman Hiburan,Surabaya,15000,4.1,Relaksasi
644,Selasar Sunaryo Art Space,Taman Hiburan,Bandung,10000,4.6,Seni
985,Museum Kesehatan Dr. Adhyatma,Budaya,Surabaya,5000,4.4,Fotografi
596,The Great Asia Africa,Taman Hiburan,Bandung,50000,4.4,Adrenalin
730,Batununggal Indah Club,Taman Hiburan,Bandung,70000,4.4,Adrenalin
266,Embung Tambakboyo,Taman Hiburan,Yogyakarta,20000,4.4,Piknik
232,Sumur Gumuling,Taman Hiburan,Yogyakarta,5000,4.5,Fotografi
565,Kawah Putih,Cagar Alam,Bandung,40000,4.5,Hiking
233,Desa Wisata Sungai Code Jogja Kota,Taman Hiburan,Yogyakarta,100000,5.0,Seni
281,Jurang Tembelan Kanigoro,Taman Hiburan,Yogyakarta,20000,4.5,Relaksasi
318,Bukit Lintang Sewu,Taman Hiburan,Yogyakarta,0,4.5,Fotografi
873,Tirto Argo Siwarak,Taman Hiburan,Semarang,50000,4.4,Aktivitas Air
910,Kampung Batik Gedong Semarang,Budaya,Semarang,0,4.4,Edukasi
198,Taman Spathodea,Taman Hiburan,Jakarta,0,4.6,Relaksasi
291,Bukit Panguk Kediwung,Budaya,Yogyakarta,20000,4.5,Edukasi
313,Blue Lagoon Jogja,Taman Hiburan,Yogyakarta,40000,4.3,Kuliner
1003,Atlantis Land Surabaya,Taman Hiburan,Surabaya,55000,4.4,Relaksasi
321,Studio Alam Gamplong,Taman Hiburan,Yogyakarta,50000,4.4,Kuliner
897,Jembatan Biru Ambarawa,Taman Hiburan,Semarang,5000,4.2,Relaksasi
706,Pasar Baru,Pusat Perbelanjaan,Bandung,0,4.3,Kuliner
645,Teras Cikapundung BBWS,Taman Hiburan,Bandung,0,4.3,Adrenalin
623,Kampung Batu Malakasari,Taman Hiburan,Bandung,10000,4.1,Adrenalin
248,Kampung Wisata Sosro Menduran,Budaya,Yogyakarta,20000,4.0,Relaksasi
570,Dusun Bambu,Taman Hiburan,Bandung,25000,4.5,Adrenalin
993,Waterpark Kenjeran Surabaya,Taman Hiburan,Surabaya,50000,4.1,Relaksasi
346,Puncak Gunung Api Purba - Nglanggeran,Cagar Alam,Yogyakarta,15000,4.7,Hiking
347,Puncak Gunung Api Purba - Nglanggeran,Cagar Alam,Yogyakarta,15000,4.7,Fotografi
68,Pasar Tanah Abang,Pusat Perbelanjaan,Jakarta,0,4.0,Relaksasi
378,Wisata Kraton Jogja,Budaya,Yogyakarta,50000,4.7,Kuliner
892,Semarang Chinatown,Budaya,Semarang,30000,4.5,Edukasi
990,Pantai Ria Kenjeran,Bahari,Surabaya,15000,4.2,Aktivitas Air
371,Goa Rancang Kencono,Cagar Alam,Yogyakarta,30000,4.3,Piknik
480,Pantai Glagah,Bahari,Yogyakarta,15000,4.4,Aktivitas Air
636,Pesona Nirwana Waterpark & Cottages,Taman Hiburan,Bandung,50000,4.1,Adrenalin
226,Nol Kilometer Jl.Malioboro,Taman Hiburan,Yogyakarta,0,4.7,Relaksasi
259,Candi Donotirto,Budaya,Yogyakarta,0,4.4,Relaksasi
150,Taman Lapangan Banteng,Taman Hiburan,Jakarta,50000,4.7,Piknik
586,Alun-Alun Kota Bandung,Taman Hiburan,Bandung,0,4.6,Adrenalin
510,Pantai Jungwok,Bahari,Yogyakarta,15000,4.6,Aktivitas Air
756,Observatorium Bosscha,Cagar Alam,Bandung,25000,4.5,Relaksasi
91,Taman Suropati,Taman Hiburan,Jakarta,0,4.6,Edukasi
911,Kampung Batik Gedong Semarang,Budaya,Semarang,10000,4.4,Fotografi
557,Taman Hutan Raya Ir. H. Djuanda,Cagar Alam,Bandung,100000,4.5,Belanja
943,Hutan Bambu Keputih,Cagar Alam,Surabaya,10000,4.3,Fotografi
19,Kebun Binatang Ragunan,Cagar Alam,Jakarta,25000,4.5,Relaksasi
548,Jalan Braga,Budaya,Bandung,80000,4.7,Kuliner
512,Pantai Greweng,Bahari,Yogyakarta,10000,4.6,Hiking
426,Kebun Teh Nglinggo,Cagar Alam,Yogyakarta,20000,4.5,Hiking
976,Klenteng Sanggar Agung,Budaya,Surabaya,10000,4.5,Edukasi
730,Batununggal Indah Club,Taman Hiburan,Bandung,70000,4.4,Adrenalin
182,Cibubur Garden Diary (Cibugary),Cagar Alam,Jakarta,150000,4.5,Kuliner
878,Monumen Palagan Ambarawa,Budaya,Semarang,7500,4.4,Edukasi
908,Kampung Tematik Jawi,Budaya,Semarang,0,4.5,Edukasi
732,Mountain View Golf Club,Cagar Alam,Bandung,375000,4.4,Relaksasi
118,Jakarta Aquarium dan Safari,Taman Hiburan,Jakarta,2000000,4.6,Aktivitas Air
253,Tugu Pal Putih Jogja,Taman Hiburan,Yogyakarta,0,4.7,Relaksasi
440,Candi Ijo,Budaya,Yogyakarta,20000,4.6,Relaksasi
751,Sungai Palayangan,Cagar Alam,Bandung,5000,4.6,Fotografi
860,Air Terjun Kali Pancur,Cagar Alam,Semarang,25000,4.1,Aktivitas Air
671,Panama Park 825,Taman Hiburan,Bandung,50000,4.4,Adrenalin
846,Taman Srigunting,Taman Hiburan,Semarang,0,4.7,Relaksasi
310,Pantai Goa Cemara,Bahari,Yogyakarta,50000,4.3,Kuliner
742,Masjid Pusdai,Tempat Ibadah,Bandung,0,4.7,Spiritualitas
554,Trans Studio Bandung,Taman Hiburan,Bandung,100000,4.5,Kuliner
972,Museum De Javasche Bank,Budaya,Surabaya,5000,4.6,Edukasi
927,Taman Harmoni Keputih,Cagar Alam,Surabaya,0,4.4,Relaksasi
512,Pantai Greweng,Bahari,Yogyakarta,10000,4.6,Hiking
711,Puspa Iptek Sundial,Taman Hiburan,Bandung,25000,4.4,Adrenalin
283,Jurang Tembelan Kanigoro,Taman Hiburan,Yogyakarta,10000,4.5,Fotografi
404,Pantai Pok Tunggal,Bahari,Yogyakarta,50000,4.5,Kuliner
385,Pantai Kukup,Bahari,Yogyakarta,10000,4.0,Aktivitas Air
324,Watu Lumbung,Cagar Alam,Yogyakarta,10000,4.3,Fotografi
990,Pantai Ria Kenjeran,Bahari,Surabaya,15000,4.2,Aktivitas Air
660,Ciwangun Indah Camp Official,Cagar Alam,Bandung,50000,4.3,Camping
1002,Atlantis Land Surabaya,Taman Hiburan,Surabaya,125000,4.4,Adrenalin
781,Glamping Lakeside Rancabali,Taman Hiburan,Bandung,15000,4.4,Fotografi
196,Hutan Kota Srengseng,Taman Hiburan,Jakarta,0,4.3,Olahraga
965,Masjid Muhammad Cheng Hoo,Tempat Ibadah,Surabaya,0,4.7,Edukasi
23,Ocean Ecopark,Taman Hiburan,Jakarta,30000,4.0,Relaksasi
747,Situ Cileunca,Cagar Alam,Bandung,0,4.4,Fotografi
787,Happyfarm Ciwidey,Cagar Alam,Bandung,50000,4.2,Edukasi
606,Gua Belanda,Cagar Alam,Bandung,10000,4.4,Fotografi
822,Taman Kasmaran,Taman Hiburan,Semarang,3000,4.5,Adrenalin
19,Kebun Binatang Ragunan,Cagar Alam,Jakarta,25000,4.5,Relaksasi
848,Semarang Contemporary Art Gallery,Budaya,Semarang,5000,4.6,Relaksasi
960,Rumah Batik,Budaya,Surabaya,0,4.5,Edukasi
634,Upside Down World Bandung,Taman Hiburan,Bandung,100000,4.0,Adrenalin
704,Jembatan Pasupati,Taman Hiburan,Bandung,0,4.6,Fotografi
715,Curug Aseupan,Cagar Alam,Bandung,10000,4.7,Relaksasi
257,Tebing Breksi,Budaya,Yogyakarta,50000,4.4,Kuliner
1019,Gereja Perawan Maria Tak Berdosa Surabaya,Tempat Ibadah,Surabaya,10000,4.8,Edukasi
834,Pura Giri Natha,Budaya,Semarang,20000,4.7,Edukasi
486,Pantai Sadranan,Bahari,Yogyakarta,100000,4.6,Camping
800,Kyotoku Floating Market,Budaya,Bandung,175000,4.5,Edukasi
992,Waterpark Kenjeran Surabaya,Taman Hiburan,Surabaya,35000,4.1,Adrenalin
701,Curug Cilengkrang,Cagar Alam,Bandung,7500,4.0,Relaksasi
815,Lawang Sewu,Budaya,Semarang,10000,4.6,Relaksasi
561,Kebun Binatang Bandung,Cagar Alam,Bandung,40000,4.0,Relaksasi
795,Gua Pawon,Cagar Alam,Bandung,20000,4.5,Fotografi
116,Monumen Selamat Datang,Budaya,Jakarta,0,4.7,Fotografi
956,Taman Ekspresi Dan Perpustakaan,Taman Hiburan,Surabaya,0,4.5,Adrenalin
853,Wisata Alam Wana Wisata Penggaron,Cagar Alam,Semarang,10000,4.1,Relaksasi
516,Pantai Sedahan,Bahari,Yogyakarta,10000,4.5,Camping
532,Desa Wisata Tembi,Taman Hiburan,Yogyakarta,50000,4.5,Edukasi
373,Goa Cerme,Cagar Alam,Yogyakarta,10000,4.4,Relaksasi
845,Taman Srigunting,Taman Hiburan,Semarang,0,4.7,Adrenalin
553,Trans Studio Bandung,Taman Hiburan,Bandung,350000,4.5,Adrenalin
283,Jurang Tembelan Kanigoro,Taman Hiburan,Yogyakarta,10000,4.5,Fotografi
147,Pantai Ancol,Bahari,Jakarta,50000,4.4,Relaksasi
368,Bentara Budaya Yogyakarta (BBY),Budaya,Yogyakarta,20000,4.5,Relaksasi
151,Taman Lapangan Banteng,Taman Hiburan,Jakarta,100000,4.7,Seni
917,Watu Gunung Ungaran,Cagar Alam,Semarang,10000,4.4,Fotografi
625,Kampung Batu Malakasari,Taman Hiburan,Bandung,50000,4.1,Aktivitas Air
876,Kampoeng Rawa,Cagar Alam,Semarang,3000,4.5,Relaksasi
850,Umbul Sidomukti,Cagar Alam,Semarang,20000,4.6,Fotografi
233,Desa Wisata Sungai Code Jogja Kota,Taman Hiburan,Yogyakarta,100000,5.0,Seni
113,The Escape Hunt,Taman Hiburan,Jakarta,250000,4.4,Adrenalin
803,Rainbow Garden,Cagar Alam,Bandung,20000,4.6,Fotografi
726,Taman Film,Budaya,Bandung,0,4.3,Edukasi
1014,Taman Air Mancur Menari Kenjeran,Taman Hiburan,Surabaya,35000,4.4,Aktivitas Air
814,Lawang Sewu,Budaya,Semarang,10000,4.6,Edukasi
167,Museum Basoeki Abdullah,Budaya,Jakarta,20000,4.6,Edukasi
1008,Museum Mpu Tantular,Budaya,Surabaya,2000,4.4,Edukasi
989,Patung Sura dan Buaya,Budaya,Surabaya,0,4.6,Fotografi
9,Dunia Fantasi,Taman Hiburan,Jakarta,500000,4.6,Belanja
742,Masjid Pusdai,Tempat Ibadah,Bandung,0,4.7,Spiritualitas
909,Kampung Tematik Jawi,Budaya,Semarang,5000,4.5,Relaksasi
106,Museum Macan (Modern and Contemporary Art in Nusantara),Budaya,Jakarta,500000,4.5,Seni
62,Masjid Istiqlal,Tempat Ibadah,Jakarta,200000,4.7,Belanja
457,Goa Pindul,Cagar Alam,Yogyakarta,100000,4.5,Adrenalin
662,Wot Batu,Cagar Alam,Bandung,20000,4.7,Fotografi
767,Tafso Barn,Cagar Alam,Bandung,10000,4.2,Fotografi
908,Kampung Tematik Jawi,Budaya,Semarang,0,4.5,Edukasi
757,Observatorium Bosscha,Cagar Alam,Bandung,40000,4.5,Edukasi
918,Brown Canyon,Cagar Alam,Semarang,0,4.2,Relaksasi
136,Kampung Cina,Budaya,Jakarta,50000,4.5,Seni
55,Museum Taman Prasasti,Budaya,Jakarta,15000,4.5,Edukasi
289,Lava Bantal,Budaya,Yogyakarta,50000,4.4,Adrenalin
278,The Lost World Castle,Taman Hiburan,Yogyakarta,15000,4.3,Fotografi
103,Istana Negara Republik Indonesia,Budaya,Jakarta,0,4.6,Edukasi
980,Monumen Tugu Pahlawan,Budaya,Surabaya,0,4.7,Edukasi
82,Taman Menteng,Taman Hiburan,Jakarta,0,4.5,Relaksasi
